,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
651,大华南湖公园世家, Dahua South Lake Park Family,114.340113,30.493765,住宅区,371,Residential area
1351,沿海丽水佳园, Coastal Lishui Garden,114.22654,30.64994,住宅区,159,Residential area
308,领秀城, Leading Show City,114.37456,30.5055,住宅区,807,Residential area
1157,东湖天下, East Lake World,114.37243,30.57599,住宅区,196,Residential area
1395,常青公寓, Evergreen Apartments,114.24586,30.64024,住宅区,153,Residential area
1384,碧海花园, Bihai Garden,114.19732,30.64866,住宅区,155,Residential area
1083,东方花城, Oriental Flower City,114.20086,30.59012,住宅区,214,Residential area
1381,华清园, Huaqing Garden,114.3021,30.5968,住宅区,155,Residential area
1628,将军花园, General Garden,114.25007,30.65002,住宅区,124,Residential area
343,沿海赛洛城, coastal silo city,114.15935,30.63504,住宅区,723,Residential area
1586,湖北省电力岳家嘴小区, Hubei Electric Power Yuejiazui Community,114.36642,30.58135,住宅区,128,Residential area
702,万松园小区(雪松路), Wansongyuan Community ( Cedar Road ),114.26771,30.592,住宅区,349,Residential area
700,湖北大学忠诚学生公寓, Hubei University Loyalty Student Apartment,114.3274,30.57183,住宅区,349,Residential area
1543,卧龙剑桥春天, Wolong Cambridge Spring,114.41704,30.50656,住宅区,132,Residential area
1123,金地·格林春岸, Gemdale · Green Spring Bank,114.194362,30.628539,住宅区,206,Residential area
1541,嘉禾园, Golden Harvest Garden,114.15364,30.62337,住宅区,132,Residential area
720,现代花园, modern garden,114.40716,30.61976,住宅区,341,Residential area
1396,怡和苑, Yihe Court,114.31126,30.64239,住宅区,153,Residential area
1640,华锦花园, Huajin Garden,114.31763,30.50407,住宅区,123,Residential area
1094,百瑞景中央生活区, Bairui King Central Living Area,114.33946,30.52875,住宅区,212,Residential area
141,南湖花园, South Lake Garden,114.316267,30.510898,住宅区,1619,Residential area
1091,武汉大学茶港小区, Wuhan University Chagang Community,114.354305,30.539242,住宅区,213,Residential area
684,金地·国际花园, Gemdale · International Garden,114.3117,30.56222,住宅区,355,Residential area
1090,万科, Vanke,114.29285,30.59544,住宅区,213,Residential area
1540,芳卉园, Fanghui Garden,114.26216,30.52807,住宅区,132,Residential area
123,武汉理工大学升升学生公寓, Shengsheng Student Apartment of Wuhan University of Technology,114.343987,30.507397,住宅区,1853,Residential area
679,顶琇·晶城, Dingxiu · Crystal City,114.27156,30.61931,住宅区,356,Residential area
361,金地·格林小城(书城路), Gemdale · Green Town ( Shucheng Road ),114.33627,30.49905,住宅区,683,Residential area
646,统建·同安家园, unified construction · Tongan Home,114.30081,30.64924,住宅区,374,Residential area
1650,世纪彩城, Century Color City,114.35675,30.57218,住宅区,122,Residential area
635,巴黎豪庭, Paris Mansion,114.427232,30.505808,住宅区,381,Residential area
786,江欣苑, Jiang Xin Court,114.2471,30.53056,住宅区,309,Residential area
1530,武汉奥林匹克花园, Wuhan Olympic Garden,114.20958,30.67289,住宅区,134,Residential area
1555,鹦鹉花园, Parrot Garden,114.27447,30.54303,住宅区,131,Residential area
293,万科金色家园,Vanke Golden Home,114.2805,30.58238,住宅区,850,Residential area
1403,世茂锦绣长江二期, Shimao Splendid Yangtze River Phase II,114.27279,30.53969,住宅区,152,Residential area
1348,武昌城市公园, Wuchang City Park,114.3206,30.5257,住宅区,160,Residential area
790,福星惠誉水岸国际, Fuxing Fitch Waterfront International,114.323945,30.57161,住宅区,308,Residential area
387,湖北大学二期学生公寓, Hubei University Phase II Student Housing,114.33222,30.57439,住宅区,647,Residential area
1055,东方夏威夷国际花园, Oriental Hawaii International Garden,114.13784,30.51647,住宅区,221,Residential area
386,融侨华府, Rongqiao Huafu,114.31536,30.56882,住宅区,648,Residential area
1048,万景国际, Wanjing International,114.26209,30.60344,住宅区,223,Residential area
1061,江山如画, Picturesque,114.26457,30.56444,住宅区,219,Residential area
400,武汉·恒大绿洲, Wuhan · Evergrande Oasis,114.126534,30.550497,住宅区,627,Residential area
1176,美加湖滨新城, Lakeside New City,114.37248,30.39077,住宅区,192,Residential area
1529,泰然南湖玫瑰湾, Tairan South Lake Rose Bay,114.343433,30.487581,住宅区,134,Residential area
1160,武钢钢花新村121小区, WISCO Ganghua New Village 121 community,114.37509,30.6168,住宅区,195,Residential area
1415,天梨豪园, Tianli Mansion,114.24951,30.61346,住宅区,150,Residential area
796,青扬十街, Qingyang 10th Street,114.39962,30.63853,住宅区,305,Residential area
1405,滨湖社区, Lakeside Community,114.1458,30.48665,住宅区,152,Residential area
1131,四季歌KTV·中餐会所, Four Seasons Song KTV· Chinese restaurant,114.26364,30.59599,中餐厅,205,Restaurant
1053,骏骏牛肉粉店, Junjun Beef Noodle Shop,114.25274,30.56944,中餐厅,222,Restaurant
914,湖北海陆空万松园总店, Hubei Hailukong Wansongyuan Main Store,114.26647,30.5928,中餐厅,264,Restaurant
894,刘胖子酒店(民生路店), Fatty Liu Hotel ( Minsheng Road Store ),114.29472,30.57368,中餐厅,270,Restaurant
1359,周黑鸭(武汉火车站店), Zhou Hei Ya ( Wuhan Railway Station Store ),114.423392,30.607083,中餐厅,159,Restaurant
1376,桥口炸炸, bridge mouth fried,114.261117,30.572374,中餐厅,156,Restaurant
276,探路者国际青年旅馆, Pathfinder International Youth Hostel,114.31746,30.54983,中餐厅,904,Restaurant
643,武汉大学 田园小观园, Wuhan University Pastoral Small View Garden,114.357761,30.54217,中餐厅,376,Restaurant
1659,毛毛烤虾王(杨园街派出所西南), Mao Mao Grilled King Shrimp ( Southwest of Yangyuan Street Police Station ),114.34784,30.60113,中餐厅,122,Restaurant
991,小城故事 芦沟桥路店 Charmant, Small Town Story Lugouqiao Road Store Charmant,114.310019,30.607682,中餐厅,241,Restaurant
986,金汉斯烧烤, Ginghams BBQ,114.289871,30.582308,中餐厅,242,Restaurant
875,海底捞平价小海鲜, Haidilao cheap small seafood,114.392099,30.509754,海鲜酒楼,277,Seafood restaurant
1320,永信海鲜(青山店), Yongxin Seafood ( Qingshan Store ),114.387672,30.622556,海鲜酒楼,165,Seafood restaurant
1402,天天渔港, Tiantian Fishing Port,114.3165,30.60922,海鲜酒楼,153,Seafood restaurant
1325,翔翔海鲜, Xiang Xiang Seafood,114.318568,30.629282,海鲜酒楼,164,Seafood restaurant
603,快乐海鲜城(虎泉街店), Happy Seafood City ( Huquan Street Store ),114.37706,30.507669,海鲜酒楼,403,Seafood restaurant
1385,双湖桥,Shuanghu Bridge,114.354397,30.550191,海滨浴场,155,Seaside bath
388,江汉桥(汉江一桥), Jianghan Bridge (1st Han River Bridge ),114.26752,30.56199,海滨浴场,642,Seaside bath
167,汤逊湖, Lake Thompson,114.358572,30.428853,海滨浴场,1436,Seaside bath
843,金色池塘自助餐 青少年宫店,Golden Pond Buffet Youth Palace Store,114.28708,30.58887,自助,285,Self -service
146,金马门国际美食百汇, Kinmamen International Food Parkway,114.36088,30.5247,自助,1548,Self -service
1336,光谷之窗旋转餐厅, Optics Valley Window Revolving Restaurant,114.39788,30.50625,自助,162,Self -service
404,金鲨国际海鲜美食百汇, Golden Shark International Seafood Parkway,114.2659,30.59715,自助,624,Self -service
1548,菲特堡 光谷国际广场店, Feiterburg Optics Valley International Plaza Store,114.39738,30.50748,自助,132,Self -service
499,武汉天际万豪大酒店, Wuhan Skyline Marriott Hotel,114.387232,30.61759,自助,489,Self -service
723,金汉斯 光谷店, Jinhans Optics Valley Store,114.40321,30.50598,自助,341,Self -service
1092,翡尼诗西餐厅（海鲜自助） 武珞路, Feini Shi Western Restaurant (Seafood Buffet) Wuluo Road,114.350145,30.527685,自助,213,Self -service
1380,巴犀烧烤 亚贸店, Baxi Barbecue Asian Trade Store,114.34427,30.52902,自助,156,Self -service
415,四海一家, family of four seas,114.2726,30.58015,自助,603,Self -service
1574,巴犀烧烤 世贸广场店, Baxi BBQ World Trade Plaza,114.26869,30.58047,自助,130,Self -service
883,万达广场, Wanda square,114.262405,30.6159,购物服务,275,Shopping service
83,楚河汉街, Chu River Han Street,114.342871,30.554574,购物服务,2351,Shopping service
1301,重庆酒家 关南小区店, Chongqing Restaurant Guannan Community Store,114.41149,30.46964,四川菜,168,Sichuan cuisine
711,金色雾都, golden fog,114.28135,30.59825,四川菜,345,Sichuan cuisine
1464,三川麻辣风(新佳丽广场店), Sanchuan Spicy Style ( New Belle Plaza Store ),114.291489,30.57888,四川菜,143,Sichuan cuisine
740,友谊国宾酒店, Friendship Ambassador Hotel,114.316662,30.557517,四川菜,333,Sichuan cuisine
627,巴适(汉街店), Bashi ( Han Street Store ),114.333846,30.560625,四川菜,386,Sichuan cuisine
423,渝家小馆 珞珈山街店, Yujia Xiaoguan Luojiashan Street Branch,114.299313,30.586254,四川菜,595,Sichuan cuisine
315,俏江南, South Beauty,114.270645,30.581069,四川菜,787,Sichuan cuisine
1007,巴适特色美食茗源坊(武汉天地店), Pashi Specialty Cuisine Ming Yuan Fang ( Wuhan Tiandi Store ),114.310654,30.607109,四川菜,237,Sichuan cuisine
1170,川霸味道 花园道店,Chuanba Taste Garden Road Store,114.26376,30.59554,四川菜,193,Sichuan cuisine
1266,三川麻辣风 光谷店, Sanchuan Spicy Scenery Valley Store,114.401791,30.505426,四川菜,174,Sichuan cuisine
878,老房子春江花月, Old house Chunjiang Huayue,114.360294,30.574473,四川菜,276,Sichuan cuisine
1526,王子厨房 武汉天地店, Prince Kitchen Wuhan Tiandi Store,114.312079,30.606881,四川菜,135,Sichuan cuisine
1561,川霸味道(光谷天地店), Chuanba taste ( Optics Valley Store ),114.412,30.4763,四川菜,131,Sichuan cuisine
71,武汉广场, Wuhan Plaza,114.26957,30.58063,体育用品店,2604,Sporting shop
717,英东游泳跳水馆, Yingdong Swimming and Diving Hall,114.333542,30.548441,运动场所,342,Sports place
1654,武汉市体育馆, Wuhan Gymnasium,114.26149,30.578147,运动场所,122,Sports place
63,华中科技大学光谷体育馆, Huazhong University of Science and Technology Optics Valley Gymnasium,114.418098,30.507542,运动场所,2841,Sports place
174,新华路体育场, Xinhua Road Stadium,114.274582,30.586611,运动场所,1396,Sports place
1097,汉阳火车站, Hanyang Railway Station,114.256081,30.55213,火车站,212,TRAIN STATION
942,武昌火车站1号站台, Wuchang Railway Station 1 platform,114.316861,30.529092,火车站,255,TRAIN STATION
967,武昌南站, Wuchang South Railway Station,114.30419,30.47486,火车站,248,TRAIN STATION
0,武昌火车站, Wuchang Railway Station,114.31566,30.52996,火车站,33479,TRAIN STATION
2,汉口火车站, Hankou Railway Station,114.25914,30.61723,火车站,19969,TRAIN STATION
12,武汉火车站候车大厅, Wuhan Railway Station Waiting Hall,114.424263,30.607597,火车站,8003,TRAIN STATION
199,武昌火车站VIP候车厅, Wuchang Railway Station VIP waiting hall,114.317828,30.528506,火车站,1268,TRAIN STATION
52,武昌火车站动车组候车厅, Wuchang Railway Station EMU Waiting Hall,114.317913,30.528636,火车站,3375,TRAIN STATION
626,汉口火车站贵宾俱乐部, Hankou Railway Station VIP Club,114.25657,30.617635,火车站,386,TRAIN STATION
1254,一茶一坐（武汉大洋店）, One Tea and One Sitting (Wuhan Dayang Store),114.28994,30.577489,台湾菜,176,Taiwanese dish
1382,武汉电视台, Wuhan TV,114.27505,30.5973,电视台,155,Television station
801,长春观, Changchun View,114.32059,30.53983,寺庙道观,302,Temple
33,归元禅寺,Guiyuan Temple,114.26013,30.5457,寺庙道观,4661,Temple
294,古德寺, Good Temple,114.308189,30.618099,寺庙道观,850,Temple
418,新洲人民广场, Xinzhou People's Square,114.79711,30.82938,城市广场,600,Town square
268,首义园中心文化广场, Shouyi Garden Center Cultural Plaza,114.30287,30.53784,城市广场,929,Town square
762,西北湖绿化广场, Northwest Lake Green Plaza,114.26913,30.59549,城市广场,321,Town square
977,交通部海事局武汉培训中心," Wuhan Training Center, Maritime Safety Administration, Ministry of Communications",114.33682,30.75098,培训机构,244,Training institution
1571,武汉新港国际大酒店,Wuhan Xingang International Hotel,114.55678,30.703801,出行住宿,130,Travel accommodation
1263,武汉胜天农庄, Wuhan Shengtian Farm,114.443093,31.044804,出行住宿,174,Travel accommodation
1414,光谷, Optics Valley,114.396408,30.50374,出行住宿,151,Travel accommodation
689,铁桥建国大酒店, Tieqiao Jianguo Hotel,114.224848,30.558391,出行住宿,354,Travel accommodation
1118,武汉民政职业学院, Wuhan Civil Affairs Vocational College,114.37869,30.50669,高校中心点,207,University center point
78,汉口学院, Hankou University,114.32067,30.416,高校中心点,2472,University center point
159,武汉大学珞珈学院, Luojia College of Wuhan University,114.31089,30.442341,高校中心点,1470,University center point
77,湖北工业大学商贸学院, Hubei University of Technology Business School,114.37884,30.50284,高校中心点,2491,University center point
162,湖北美术学院, Hubei Academy of Fine Arts,114.317087,30.546841,高校中心点,1454,University center point
79,湖北中医药大学, Hubei University of Traditional Chinese Medicine,114.268058,30.451958,高校中心点,2378,University center point
297,武汉铁路职业技术学院, Wuhan Railway Vocational and Technical College,114.40878,30.42841,高校中心点,842,University center point
468,湖北交通职业技术学院, Hubei Transportation Vocational and Technical College,114.372654,30.507813,高校中心点,533,University center point
448,武汉警官职业学院, Wuhan Police Officer Vocational College,114.12673,30.62512,高校中心点,560,University center point
80,武昌理工学院（原武汉科技大学中南分校）, Wuchang Institute of Technology (formerly Central South Branch of Wuhan University of Science and Technology),114.371297,30.416198,高校中心点,2370,University center point
152,武汉商贸职业学院, Wuhan Vocational College of Commerce and Trade,114.45973,30.43583,高校中心点,1521,University center point
87,武汉工程大学流芳校区, Wuhan University of Technology Liufang Campus,114.43378,30.46223,高校中心点,2264,University center point
307,武汉城市职业学院, Wuhan City Vocational College,114.324814,30.476186,高校中心点,809,University center point
109,华中科技大学同济医学院, Tongji Medical College of Huazhong University of Science and Technology,114.260521,30.58149,高校中心点,1971,University center point
359,华中师范大学汉口分校, Central China Normal University Hankou Branch,114.319618,30.417494,高校中心点,687,University center point
362,武汉工业职业技术学院, Wuhan Industrial Vocational and Technical College,114.309525,30.443054,高校中心点,682,University center point
104,中南财经政法大学武汉学院, Wuhan College of Zhongnan University of Economics and Law,114.38007,30.5011,高校中心点,2017,University center point
102,武汉纺织大学(阳光校区), Wuhan Textile University ( Sunshine Campus ),114.344416,30.374449,高校中心点,2057,University center point
364,海军工程大学, Naval Engineering University,114.242706,30.577945,高校中心点,677,University center point
1017,武汉工程大学邮电与信息工程学院," School of Posts, Telecommunications and Information Engineering, Wuhan University of Technology",114.39143,30.51523,高校中心点,234,University center point
421,中国地质大学研究生院, Graduate School of China University of Geosciences,114.40167,30.51815,高校中心点,598,University center point
101,武汉职业技术学院, Wuhan Institute of Technology,114.416253,30.484197,高校中心点,2070,University center point
138,华中农业大学楚天学院, Huazhong Agricultural University Chutian College,114.409738,30.400856,高校中心点,1648,University center point
399,军事经济学院, Military Economics School,114.188577,30.584115,高校中心点,627,University center point
92,华中科技大学武昌分校, Huazhong University of Science and Technology Wuchang Branch,114.31067,30.48853,高校中心点,2205,University center point
91,武汉纺织大学, Wuhan Textile University,114.399043,30.485398,高校中心点,2211,University center point
823,武汉电力职业技术学院, Wuhan Electric Power Vocational and Technical College,114.363226,30.523775,高校中心点,293,University center point
1082,湖北财税职业学院, Hubei Finance and Taxation Vocational College,114.29946,30.51502,高校中心点,214,University center point
82,武汉理工大学华夏学院," Huaxia College, Wuhan University of Technology",114.41183,30.46679,高校中心点,2353,University center point
94,华中科技大学文华学院, Huazhong University of Science and Technology Wenhua College,114.43634,30.49684,高校中心点,2146,University center point
66,武汉科技大学城市学院, Wuhan University of Science and Technology City College,114.428466,30.587897,高校中心点,2711,University center point
86,武汉长江工商学院, Wuhan Changjiang University of Technology and Business,114.27356,30.4593,高校中心点,2269,University center point
15,华中科技大学, Huazhong University of Science and Technology,114.413666,30.507904,高校中心点,6546,University center point
34,华中农业大学, Huazhong Agricultural University,114.3571,30.47168,高校中心点,4603,University center point
256,武汉船舶职业技术学院, Wuhan Ship Vocational and Technical College,114.23544,30.565947,高校中心点,955,University center point
35,中南财经政法大学, Zhongnan University of Economics and Law,114.3879,30.47432,高校中心点,4566,University center point
30,武汉体育学院, Wuhan Institute of Physical Education,114.37849,30.51866,高校中心点,4975,University center point
241,江汉大学文理学院, Jianghan University College of Arts and Sciences,114.15648,30.52078,高校中心点,1012,University center point
36,湖北经济学院, Hubei University of Economics,114.42813,30.41703,高校中心点,4367,University center point
38,中国地质大学, China University of Geosciences,114.40097,30.51879,高校中心点,4306,University center point
25,湖北工业大学, Hubei University of Technology,114.31311,30.48068,高校中心点,5354,University center point
42,武汉音乐学院, Wuhan Conservatory of Music,114.29563,30.53892,高校中心点,3949,University center point
16,华中师范大学, Huazhong Normal University,114.36183,30.51769,高校中心点,6227,University center point
226,武汉交通职业学院, Wuhan Transportation Vocational College,114.262689,30.424825,高校中心点,1078,University center point
47,湖北第二师范学院, Hubei Second Normal University,114.4489,30.47814,高校中心点,3463,University center point
907,湖北轻工职业技术学院, Hubei Light Industry Vocational and Technical College,114.34481,30.52257,高校中心点,266,University center point
232,武昌职业学院, Wuchang Vocational College,114.4019,30.37176,高校中心点,1039,University center point
1072,湖北财经高等专科学校, Hubei Higher College of Finance and Economics,114.37282,30.57892,高校中心点,217,University center point
1063,江汉大学实验师范学院, Jianghan University Experimental Teachers College,114.32617,30.481419,高校中心点,219,University center point
50,华中师范大学武汉传媒学院, Central China Normal University Wuhan Media Institute,114.41958,30.43954,高校中心点,3400,University center point
964,武汉外语外事职业学院, Wuhan Vocational College of Foreign Languages and Foreign Affairs,114.42844,30.58804,高校中心点,248,University center point
230,湖北科技职业学院, Hubei Vocational College of Science and Technology,114.40454,30.4733,高校中心点,1040,University center point
600,湖北生物科技职业学院, Hubei Biotechnology Vocational College,114.34443,30.46155,高校中心点,403,University center point
502,武汉长江工商学院, Wuhan Changjiang University of Technology and Business,114.27153,30.458778,高校中心点,487,University center point
60,武汉科技大学黄家湖校区, Wuhan University of Science and Technology Huangjiahu Campus,114.26727,30.44067,高校中心点,2937,University center point
1105,江汉大学现代艺术学院," School of Modern Art, Jianghan University",114.166215,30.518761,高校中心点,209,University center point
496,中国地质大学(航空路), China University of Geosciences ( air road ),114.2592,30.58607,高校中心点,494,University center point
779,湖北经济学院法商学院, Hubei University of Economics School of Law and Business,114.43682,30.41918,高校中心点,312,University center point
246,六渡桥, Liudu Bridge,114.282591,30.576143,未知分类,994,Unknown classification
317,台北路, Taipei Road,114.28041,30.596261,未知分类,784,Unknown classification
325,汉口老街烧烤, Hankou Old Street BBQ,114.271743,30.593107,未知分类,770,Unknown classification
341,钟家村, Zhongjia Village,114.266052,30.549673,未知分类,729,Unknown classification
1086,武汉工程大学流芳校区静思湖," Jingsi Lake, Liufang Campus, Wuhan University of Technology",114.43248,30.45887,未知分类,214,Unknown classification
687,黄陂清凉寨, Huangpi Qingliang Village,114.226781,31.27641,未知分类,355,Unknown classification
1461,DQ(万达菱角湖店), DQ( Wanda water chestnut lake store ),114.267231,30.6099,未知分类,143,Unknown classification
729,武汉首义路, Wuhan Shouyi Road,114.309608,30.535692,未知分类,338,Unknown classification
1108,湖北省公安厅, Hubei Provincial Public Security Department,114.333348,30.517424,未知分类,209,Unknown classification
1391,珞狮南路, Luoshi South Road,114.349045,30.50826,未知分类,154,Unknown classification
1443,华农楚天临湖轩, Huanong Chutian Linhu Xuan,114.409505,30.400421,未知分类,146,Unknown classification
1413,艳阳天黄陂店, Sunny Sky Huangpi Store,114.365123,30.88486,未知分类,151,Unknown classification
285,小东门, Xiaodongmen,114.31852,30.545317,未知分类,872,Unknown classification
1421,武汉天河机场, Wuhan Tianhe Airport,114.271607,30.620161,未知分类,150,Unknown classification
706,金色雅园, Golden Graceland,114.245993,30.624691,未知分类,345,Unknown classification
272,金地中心城, Gemdale Center City,114.393355,30.498134,未知分类,917,Unknown classification
1101,世貿廣場, World Trade Plaza,114.273891,30.57309,未知分类,212,Unknown classification
1431,武胜路凯德广场, Wusheng Road CapitaMall,114.266394,30.574938,未知分类,148,Unknown classification
1400,首玺池典, First Seal Pool Code,114.27552,30.588613,未知分类,153,Unknown classification
1399,肥庄, Feizhuang,114.34495,30.578938,未知分类,153,Unknown classification
716,腰路堤, waist embankment,114.266612,30.541219,未知分类,342,Unknown classification
306,武泰闸, Wutai Gate,114.303633,30.519919,未知分类,810,Unknown classification
701,凯乐花园, Keller Garden,114.324646,30.540115,未知分类,349,Unknown classification
1416,大桥局,Bridge Bureau,114.272456,30.551188,未知分类,150,Unknown classification
261,武汉工程大学流芳校区四教," Four Teachings, Liufang Campus, Wuhan University of Technology",114.431462,30.463442,未知分类,947,Unknown classification
1124,武汉理工新二教学楼, Wuhan University of Technology New Second Teaching Building,114.335692,30.512318,未知分类,206,Unknown classification
1093,四季恋餐厅(汉街店), Four Seasons Love Restaurant ( Han Street Store ),114.343046,30.557919,未知分类,213,Unknown classification
1375,湖北经济学院西区操场, West Playground of Hubei University of Economics,114.4316,30.41585,未知分类,156,Unknown classification
837,居然之家(武昌店), actually home ( Wuchang store ),114.361961,30.57593,未知分类,289,Unknown classification
677,武泰闸花园小区, Wutai Zha Garden Community,114.298746,30.513296,未知分类,357,Unknown classification
501,中山舰博物馆, Zhongshan Ship Museum,114.13531,30.343754,未知分类,488,Unknown classification
1193,汉口北机动车考场, Hankou North Motor Vehicle Test Center,114.389704,30.747858,未知分类,189,Unknown classification
1272,大渔铁板烧, Dayu Teppanyaki,114.265664,30.596149,未知分类,173,Unknown classification
505,黄陂木兰草原, Huangpi Mulan Grassland,114.457285,30.962755,未知分类,484,Unknown classification
1199,烽火科技, FiberHome Technology,114.430863,30.4993,未知分类,187,Unknown classification
509,江汉北路, Jianghan North Road,114.276563,30.589972,未知分类,481,Unknown classification
514,金鹤园小区, Jinheyuan Community,114.38102,30.611085,未知分类,476,Unknown classification
1202,金韩宫(销品茂店),Kim Han Palace ( Pinmao Store ),114.342727,30.588183,未知分类,187,Unknown classification
588,江夏体育馆, Jiangxia Gymnasium,114.31548,30.351292,未知分类,413,Unknown classification
1260,黄金口工业园, Huangjinkou Industrial Park,114.170983,30.56503,未知分类,174,Unknown classification
1208,阳逻长江大桥, Yangluo Yangtze River Bridge,114.56014,30.634256,未知分类,186,Unknown classification
579,新洲大街, Xinzhou Street,114.803022,30.847051,未知分类,423,Unknown classification
1258,奥特莱斯 罗马春天, Outlets Rome Spring,114.372642,30.387302,未知分类,175,Unknown classification
524,欢乐迪(武胜路店), Happy Di ( Wusheng Road Store ),114.268415,30.568674,未知分类,471,Unknown classification
536,鹿港小镇, Lukang Town,114.272434,30.580491,未知分类,464,Unknown classification
1214,武汉市旅游学校, Wuhan Tourism School,114.243295,30.627821,未知分类,184,Unknown classification
1246,江汉路夜市, Jianghan Road Night Market,114.291331,30.582427,未知分类,177,Unknown classification
571,江汉路, Jianghan Road,114.29457,30.582519,未知分类,430,Unknown classification
548,武汉广电总局(武汉电视台)," Wuhan State Administration of Radio, Film and Television ( Wuhan TV )",114.265709,30.594639,未知分类,450,Unknown classification
564,稻香, Daoxiang,114.341133,30.55655,未知分类,437,Unknown classification
1222,Jamaicablue Cafe, Jamaicablue Cafe,114.33623,30.55926,未知分类,183,Unknown classification
549,华中科技大学管理学院," School of Management, Huazhong University of Science and Technology",114.416129,30.51521,未知分类,450,Unknown classification
551,湖北中医药大学北区宿舍, Hubei University of Traditional Chinese Medicine North District Dormitory,114.271739,30.448627,未知分类,449,Unknown classification
489,盘龙汽车城, Panlong Auto City,114.238403,30.722969,未知分类,501,Unknown classification
1373,武汉纺织大学03栋宿舍, Wuhan Textile University 03 dormitory,114.33978,30.375763,未知分类,156,Unknown classification
1288,三阳路, Sanyang Road,114.307148,30.600949,未知分类,169,Unknown classification
476,万达电影院, Wanda Cinema,114.28915,30.575893,未知分类,524,Unknown classification
676,中国地质大学（武汉）教三楼, China University of Geosciences (Wuhan) Teaching 3rd Floor,114.398241,30.521846,未知分类,358,Unknown classification
357,万达武汉中央文化区, Wanda Wuhan Central Cultural District,114.344689,30.558368,未知分类,688,Unknown classification
371,沌口经济开发区, Zhuankou Economic Development Zone,114.191679,30.459352,未知分类,675,Unknown classification
385,F天下别墅城, F World Villa City,114.25037,30.715398,未知分类,654,Unknown classification
390,江汉经济开发区, Jianghan Economic Development Zone,114.234105,30.622928,未知分类,639,Unknown classification
393,万松园路西园, Wansongyuan Road West Park,114.268057,30.585281,未知分类,634,Unknown classification
1151,梅南山居, Meinan Mountain Residence,114.373538,30.416955,未知分类,198,Unknown classification
654,华中师范大学八号教学楼," No. 8 Teaching Building, Central China Normal University",114.360969,30.519006,未知分类,370,Unknown classification
653,米乐星, Mi Lexing,114.262723,30.578024,未知分类,371,Unknown classification
419,星巴克(菩提金店),Starbucks ( Bodhi Gold Shop ),114.360245,30.574956,未知分类,600,Unknown classification
1159,华中农业大学逸夫楼," Yifu Building, Huazhong Agricultural University",114.357094,30.471682,未知分类,196,Unknown classification
644,东湖落雁景区, East Lake Luoyan Scenic Spot,114.435226,30.55711,未知分类,376,Unknown classification
429,武汉长江大桥引桥汉阳口, Wuhan Yangtze River Bridge Approach Hanyangkou,114.268082,30.552958,未知分类,585,Unknown classification
1331,武汉高铁凯瑞国际酒店, Wuhan High Speed Rail Kairui International Hotel,114.409054,30.431837,未知分类,162,Unknown classification
1328,湖北工业大学文科楼A座,"Humanities Building, Hubei University of Technology A seat",114.309944,30.477861,未知分类,163,Unknown classification
438,武漢大學工學部主教," Bishop of the Faculty of Engineering, Wuhan University",114.362241,30.544411,未知分类,573,Unknown classification
629,东湖春树里, East Lake Chunshuli,114.359975,30.577643,未知分类,385,Unknown classification
624,湖北工业大学艺术设计学院," School of Art and Design, Hubei University of Technology",114.307466,30.481983,未知分类,387,Unknown classification
1318,青石(新式中国菜), bluestone ( New Chinese Cuisine ),114.299376,30.588923,未知分类,165,Unknown classification
622,湖北省委, Hubei Provincial Party Committee,114.343279,30.545638,未知分类,390,Unknown classification
1175,王家湾21世纪购物中心, Wangjiawan twenty one Century Mall,114.210092,30.561078,未知分类,192,Unknown classification
459,汉正街品牌服饰批发广场, Hanzheng Street Brand Clothing Wholesale Plaza,114.277412,30.567989,未知分类,548,Unknown classification
463,南京路, Nanjing Road,114.29335,30.583002,未知分类,541,Unknown classification
481,南湖城市广场金逸影城," Jinyi Cinema, Nanhu City Plaza",114.330569,30.50272,未知分类,512,Unknown classification
1462,必胜客菱角湖万达店, Pizza Hut Water Chestnut Lake Wanda Store,114.268797,30.610511,未知分类,143,Unknown classification
211,后湖新生活摩尔城, Houhu New Life Moore City,114.322366,30.655789,未知分类,1164,Unknown classification
1228,保利华都, Poly Waldo,114.384343,30.506182,未知分类,181,Unknown classification
1022,晒湖小区, Sun Lake Community,114.321393,30.519777,未知分类,233,Unknown classification
1563,外婆家武汉万达店, Grandma's Home Wuhan Wanda Store,114.337005,30.556404,未知分类,131,Unknown classification
1617,武昌船舶重工有限责任公司," Wuchang Shipbuilding Industry Co., Ltd.",114.296353,30.534529,未知分类,125,Unknown classification
112,汉阳龟北路一号汉阳造文化园区内," Inside Hanyang Cultural Park, No. 1 Guibei Road, Hanyang",114.267683,30.555758,未知分类,1931,Unknown classification
974,中国地质大学教一楼, 1st floor of China University of Geosciences,114.404138,30.521734,未知分类,245,Unknown classification
874,湖锦酒楼, Lake Jin Restaurant,114.27115,30.599792,未知分类,277,Unknown classification
1619,新时代商务中心, New Era Business Center,114.32946,30.534185,未知分类,125,Unknown classification
822,二七长江大桥, Erqi Yangtze River Bridge,114.341469,30.62771,未知分类,294,Unknown classification
1556,梁山头步行街, Liangshantou Pedestrian Street,114.431814,30.420716,未知分类,131,Unknown classification
1554,香港路8号, Hong Kong Road 8 No,114.292862,30.595697,未知分类,131,Unknown classification
